read_count,write_count,avg_read_speed_mbps,avg_write_speed_mbps,read_lba_variance,write_lba_variance,min_write_entropy,max_write_entropy,avg_write_entropy,label
1245,3034,2.43,5.93,4.68e+07,8.70e+07,1.051,3.027,2.080,1
1127,2498,2.20,4.88,5.54e+07,8.11e+07,1.449,3.027,2.091,1
1326,2803,2.59,5.47,6.78e+07,7.08e+07,1.151,2.924,2.085,0
1254,3024,2.45,5.91,3.09e+07,7.26e+07,1.151,2.832,2.068,1
1765,3058,3.45,5.97,9.39e+07,7.40e+07,1.151,2.789,2.072,0
1265,2581,2.47,5.04,1.13e+07,6.69e+07,1.151,2.790,2.078,1
456,2221,0.89,4.34,1.83e+07,9.44e+07,1.591,3.089,2.050,0
1739,2818,3.40,5.50,2.12e+08,1.05e+08,1.237,3.089,2.100,0
2621,3018,5.12,5.89,1.03e+08,5.13e+07,1.039,3.089,2.110,1
1668,3479,3.26,6.79,1.48e+07,6.46e+07,1.039,3.089,2.045,1
318,2566,0.62,5.01,5.41e+05,5.84e+07,1.120,2.936,2.051,1
1503,2290,2.94,4.47,1.36e+08,7.02e+07,1.082,3.027,2.145,1
1808,3313,3.53,6.47,1.35e+08,5.86e+07,1.082,3.027,2.088,1
1076,3405,2.10,6.65,4.67e+07,6.90e+07,1.300,3.027,2.080,0
772,3438,1.51,6.71,4.24e+07,6.67e+07,1.799,3.027,2.082,0
1287,3312,2.51,6.47,1.40e+08,7.00e+07,1.718,2.820,2.074,1
2659,3234,5.19,6.32,1.45e+08,6.12e+07,1.082,2.936,2.070,0
2333,3480,4.56,6.80,2.90e+07,6.46e+07,1.082,3.039,2.034,1
961,2493,1.88,4.87,4.93e+06,6.39e+07,1.051,3.039,2.063,0
910,1841,1.78,3.60,7.19e+07,9.46e+07,1.051,2.790,2.060,1
910,2961,1.78,5.78,7.19e+07,4.81e+07,1.670,2.832,2.030,0
1138,3536,2.22,6.91,1.23e+08,7.12e+07,1.120,2.832,2.046,1
2122,3375,4.14,6.59,1.25e+08,6.27e+07,1.120,3.089,2.040,0
1620,2777,3.16,5.42,3.82e+07,6.93e+07,1.120,3.089,2.040,0
819,2814,1.60,5.50,5.23e+07,7.83e+07,1.300,2.936,2.057,0
183,2589,0.36,5.06,1.80e+05,6.74e+07,1.300,2.936,2.074,1
892,2268,1.74,4.43,1.85e+08,7.64e+07,1.082,3.129,2.113,1
1470,3067,2.87,5.99,1.98e+08,5.39e+07,1.082,3.129,2.037,1
1008,2517,1.97,4.92,3.04e+07,5.57e+07,1.449,2.580,2.026,0
1076,2003,2.10,3.91,6.70e+07,4.56e+07,1.051,2.851,2.102,1
1540,2547,3.01,4.97,3.60e+07,5.69e+07,1.051,3.070,2.167,0
2126,3071,4.15,6.00,4.52e+07,6.44e+07,1.100,3.070,2.091,1
1232,3508,2.41,6.85,8.10e+06,6.57e+07,1.100,3.039,2.007,0
0,3045,0.00,5.95,0.00e+00,7.08e+07,1.815,2.936,2.038,1
1551,2813,3.03,5.49,1.91e+08,7.19e+07,1.306,2.936,2.100,1
2856,3181,5.58,6.21,1.88e+08,5.42e+07,0.887,3.089,2.087,0
2286,3345,4.46,6.53,2.79e+07,5.97e+07,0.887,3.089,2.043,1
981,3131,1.92,6.12,5.14e+06,6.51e+07,1.269,2.790,2.076,1
1443,3013,2.82,5.88,6.92e+07,6.01e+07,1.051,2.790,2.128,1
2701,3225,5.28,6.30,9.13e+07,5.55e+07,1.039,2.790,2.082,0
1593,3231,3.11,6.31,1.35e+07,5.57e+07,1.039,2.832,2.016,0
1093,3225,2.13,6.30,7.74e+07,5.79e+07,1.151,2.936,2.060,1
1704,3214,3.33,6.28,8.78e+07,5.75e+07,1.039,2.936,2.054,0
1394,2843,2.72,5.55,1.41e+07,7.81e+07,1.039,2.790,2.017,1
1317,2463,2.57,4.81,8.87e+07,8.71e+07,1.300,2.832,2.114,0
869,2898,1.70,5.66,3.78e+07,6.69e+07,1.300,2.832,2.119,0
819,2698,1.60,5.27,1.20e+08,6.91e+07,1.039,2.790,2.098,1
2066,2699,4.04,5.27,1.26e+08,5.52e+07,1.039,2.790,2.110,1
2540,3290,4.96,6.43,3.44e+07,5.77e+07,1.082,3.039,2.031,1
2585,3248,5.05,6.34,3.57e+07,5.63e+07,1.151,3.039,1.994,1
2444,3165,4.77,6.18,3.19e+07,5.34e+07,1.039,3.007,2.002,0
2336,3178,4.56,6.21,2.91e+07,5.39e+07,1.039,3.089,1.997,1
2443,3218,4.77,6.29,3.18e+07,5.52e+07,1.051,3.089,2.018,0
2462,3130,4.81,6.11,3.23e+07,5.23e+07,1.151,2.790,2.020,1
2335,3056,4.56,5.97,2.91e+07,4.98e+07,1.039,3.089,2.001,1
2007,3210,3.92,6.27,2.15e+07,5.50e+07,1.039,3.089,2.002,1
1533,2850,2.99,5.57,3.66e+07,6.37e+07,1.039,2.790,2.035,1
671,2901,1.31,5.67,3.05e+07,6.34e+07,1.039,2.832,2.049,1
12,3484,0.02,6.80,8.32e+02,6.48e+07,1.796,2.832,2.029,1
0,3465,0.00,6.77,0.00e+00,6.41e+07,1.831,2.832,2.032,0
0,3045,0.00,5.95,0.00e+00,7.09e+07,1.831,2.861,2.041,0
0,2981,0.00,5.82,0.00e+00,6.03e+07,1.827,3.110,2.052,1
1041,3310,2.03,6.46,1.07e+09,7.05e+07,1.670,3.110,2.098,1
1041,2669,2.03,5.21,1.07e+09,5.62e+07,1.670,2.832,2.104,0
672,2480,1.31,4.84,7.34e+07,7.23e+07,1.591,2.883,2.084,1
672,3100,1.31,6.05,7.34e+07,5.16e+07,1.591,2.883,2.071,1
0,2526,0.00,4.93,0.00e+00,3.73e+07,1.827,2.861,2.051,0
0,2357,0.00,4.60,0.00e+00,3.23e+07,1.827,2.936,2.050,1
0,2453,0.00,4.79,0.00e+00,3.87e+07,1.737,3.110,2.047,1
655,1767,1.28,3.45,5.25e+08,3.41e+07,1.737,3.110,2.086,0
1241,2009,2.42,3.92,5.75e+08,3.87e+07,1.765,2.832,2.045,1
586,1914,1.14,3.74,1.15e+07,5.23e+07,1.765,2.832,2.030,1
820,1517,1.60,2.96,1.27e+08,1.05e+08,1.232,2.883,2.116,1
1563,2207,3.05,4.31,1.38e+08,4.05e+07,1.232,2.883,2.086,0
956,3027,1.87,5.91,1.52e+07,5.92e+07,1.300,2.801,2.055,0
1149,2758,2.24,5.39,6.08e+07,5.49e+07,1.151,2.976,2.109,0
1857,2623,3.63,5.12,6.73e+07,4.18e+07,1.051,3.089,2.083,1
1805,2619,3.53,5.12,2.64e+07,5.45e+07,1.051,3.089,2.108,1
1770,2573,3.46,5.03,2.48e+07,4.74e+07,1.082,3.027,2.110,1
886,2466,1.73,4.82,4.21e+06,4.37e+07,1.082,2.936,2.024,1
495,2393,0.97,4.67,3.24e+07,6.82e+07,1.300,2.936,2.027,0
1496,2450,2.92,4.79,1.73e+08,7.67e+07,1.151,3.024,2.098,0
2071,2374,4.04,4.64,7.48e+07,3.55e+07,1.151,3.024,2.124,1
1527,2701,2.98,5.28,1.24e+07,3.89e+07,1.082,3.039,2.043,1
457,1734,0.89,3.39,1.12e+06,2.70e+07,1.082,3.039,2.054,0
1645,2113,3.21,4.13,4.63e+07,3.07e+07,1.151,3.089,2.117,1
2304,3418,4.50,6.68,5.95e+07,6.24e+07,1.082,3.089,2.061,1
659,2537,1.29,4.96,2.32e+06,6.37e+07,1.082,2.623,2.041,1
729,2107,1.42,4.12,1.09e+08,6.81e+07,1.449,3.089,2.135,1
729,2257,1.42,4.41,1.09e+08,4.55e+07,1.449,3.089,2.130,1
0,1893,0.00,3.70,0.00e+00,9.11e+07,1.670,2.623,2.141,1
0,1753,0.00,3.42,0.00e+00,6.90e+07,1.591,2.623,2.125,0
647,1822,1.26,3.56,4.75e+08,1.16e+08,1.225,2.936,2.103,1
679,2702,1.33,5.28,4.89e+08,7.65e+07,1.225,2.936,2.080,0
32,2383,0.06,4.65,5.63e+03,5.85e+07,1.559,2.567,2.048,1
1711,2302,3.34,4.50,1.42e+08,6.80e+07,1.151,2.914,2.145,1
1711,3171,3.34,6.19,1.42e+08,5.67e+07,1.151,2.914,2.120,0
1154,3092,2.25,6.04,3.55e+07,7.01e+07,1.039,2.716,2.086,0
1154,2590,2.25,5.06,3.55e+07,5.26e+07,1.039,2.716,2.088,0
1329,2438,2.60,4.76,5.01e+07,7.00e+07,1.077,3.089,2.005,0
2340,3064,4.57,5.98,6.78e+07,5.03e+07,0.887,3.089,2.001,1
2290,3300,4.47,6.45,2.80e+07,5.81e+07,0.887,3.007,2.033,1
2519,3376,4.92,6.59,3.39e+07,6.08e+07,1.051,3.089,2.024,1
2593,3291,5.06,6.43,3.59e+07,5.78e+07,1.082,3.089,2.033,0
1354,3378,2.64,6.60,9.78e+06,6.09e+07,1.151,2.790,2.042,1
495,2290,0.97,4.47,6.45e+07,5.89e+07,1.449,2.443,2.052,0
834,2168,1.63,4.23,1.79e+08,6.36e+07,1.639,3.110,2.084,1
864,3167,1.69,6.19,2.23e+07,6.37e+07,1.639,3.110,2.070,0
525,2090,1.03,4.08,2.42e+07,3.65e+07,1.817,2.904,2.070,0
525,2006,1.03,3.92,5.99e+07,6.04e+07,1.300,2.904,2.068,0
525,2372,1.03,4.63,5.99e+07,5.34e+07,1.300,2.778,2.066,1
519,1730,1.01,3.38,1.24e+08,9.88e+07,1.300,2.822,2.071,1
2037,2445,3.98,4.78,1.92e+08,5.28e+07,1.082,2.822,2.082,1
1763,3149,3.44,6.15,1.74e+07,5.59e+07,1.082,2.790,2.056,0
48,1567,0.09,3.06,1.25e+04,4.22e+07,1.449,2.567,2.039,1
872,1133,1.70,2.21,2.68e+08,9.19e+07,1.151,3.089,2.133,1
2147,2349,4.19,4.59,2.34e+08,3.85e+07,1.082,3.089,2.132,0
2470,2925,4.82,5.71,3.26e+07,4.56e+07,1.051,3.089,2.054,1
1713,2942,3.35,5.75,1.57e+07,4.64e+07,1.051,3.089,2.005,1
1315,2748,2.57,5.37,4.08e+07,8.06e+07,1.151,3.101,2.066,1
1493,2649,2.92,5.17,7.86e+07,5.22e+07,1.151,3.101,2.123,0
1911,2900,3.73,5.66,5.39e+07,5.38e+07,0.938,3.055,2.073,1
2314,2896,4.52,5.66,2.86e+07,4.47e+07,0.938,2.851,2.018,0
1751,2416,3.42,4.72,1.64e+07,3.11e+07,0.938,2.851,2.013,1
655,1834,1.28,3.58,2.29e+06,3.91e+07,1.039,2.851,2.032,0
995,2605,1.94,5.09,6.50e+07,8.14e+07,1.151,2.883,2.083,0
1523,3213,2.97,6.28,9.60e+07,7.64e+07,1.151,2.976,2.099,1
528,3281,1.03,6.41,3.61e+07,7.16e+07,1.765,2.976,2.066,1
0,3158,0.00,6.17,0.00e+00,6.97e+07,1.765,3.067,2.055,0
0,1993,0.00,3.89,0.00e+00,8.40e+07,1.749,3.067,2.104,0
1546,2198,3.02,4.29,4.73e+08,7.40e+07,1.082,2.873,2.152,1
1956,2992,3.82,5.84,4.35e+08,4.90e+07,1.082,2.873,2.097,0
812,2554,1.59,4.99,3.05e+07,4.82e+07,1.796,2.904,2.037,0
1791,2896,3.50,5.66,5.43e+07,7.87e+07,0.969,3.089,2.028,1
2751,3500,5.37,6.84,4.04e+07,6.55e+07,0.969,3.089,2.027,1
1819,3610,3.55,7.05,1.77e+07,6.95e+07,1.151,2.832,2.036,0
1116,2634,2.18,5.14,9.71e+07,8.13e+07,1.300,2.921,2.106,1
2010,2605,3.93,5.09,1.29e+08,7.32e+07,1.082,2.921,2.112,0
2877,3729,5.62,7.28,4.42e+07,7.42e+07,1.082,2.790,2.038,1
2091,3051,4.08,5.96,3.09e+07,6.83e+07,1.120,2.790,2.065,1
1958,2999,3.82,5.86,3.73e+07,6.15e+07,1.151,2.790,2.087,0
2755,3520,5.38,6.88,4.05e+07,6.61e+07,1.051,3.089,2.044,1
2743,3510,5.36,6.86,4.01e+07,6.57e+07,1.051,3.089,2.009,1
2648,3528,5.17,6.89,3.74e+07,6.64e+07,1.039,3.089,1.989,1
1894,2597,3.70,5.07,1.91e+07,3.60e+07,1.039,3.089,1.989,0
620,1732,1.21,3.38,2.05e+06,2.86e+07,1.151,2.567,2.058,0
701,2245,1.37,4.38,3.69e+07,6.55e+07,1.559,3.055,2.125,1
701,1921,1.37,3.75,3.69e+07,4.22e+07,1.639,3.055,2.138,1
513,1122,1.00,2.19,6.31e+07,4.25e+07,1.232,2.642,2.127,1
1098,1943,2.14,3.79,1.32e+08,2.16e+07,1.225,2.685,2.097,0
1813,2833,3.54,5.53,3.21e+07,4.42e+07,0.969,3.089,2.058,0
2491,3175,4.87,6.20,3.31e+07,5.38e+07,0.969,3.089,2.033,1
2616,3268,5.11,6.38,3.65e+07,5.70e+07,1.051,3.089,2.028,1
1985,2415,3.88,4.72,2.10e+07,3.11e+07,1.151,3.089,2.025,1
837,2204,1.63,4.30,3.74e+06,2.59e+07,1.300,2.801,2.033,1
205,2802,0.40,5.47,2.25e+05,4.81e+07,1.799,2.936,2.024,0
0,3015,0.00,5.89,0.00e+00,5.20e+07,1.799,2.936,2.027,0
0,3045,0.00,5.95,0.00e+00,4.95e+07,1.857,2.936,2.037,0
538,2944,1.05,5.75,4.25e+08,4.78e+07,1.831,2.936,2.030,0
538,2941,1.05,5.74,4.25e+08,4.69e+07,1.831,2.832,2.029,1
0,3010,0.00,5.88,0.00e+00,4.83e+07,1.883,2.832,2.033,1
641,2688,1.25,5.25,1.19e+08,3.85e+07,1.337,2.832,2.023,0
1243,2419,2.43,4.72,1.78e+08,3.86e+07,1.008,3.089,2.032,0
1842,2974,3.60,5.81,7.20e+07,6.16e+07,1.008,3.089,2.043,1
1586,3424,3.10,6.69,1.34e+07,6.25e+07,1.051,2.936,2.030,1
346,3300,0.68,6.45,6.40e+05,6.97e+07,1.189,2.936,2.029,1
0,3235,0.00,6.32,0.00e+00,6.61e+07,1.737,2.936,2.037,0
0,2785,0.00,5.44,0.00e+00,7.27e+07,1.737,2.832,2.067,0
1656,2713,3.23,5.30,4.87e+08,6.44e+07,1.082,3.089,2.093,0
2488,2760,4.86,5.39,4.23e+08,4.06e+07,1.082,3.089,2.044,1
2048,2750,4.00,5.37,2.24e+07,4.03e+07,1.082,2.790,2.014,1
2369,3232,4.63,6.31,2.99e+07,5.57e+07,1.151,2.790,2.025,1
1152,2643,2.25,5.16,7.08e+06,5.61e+07,1.151,2.567,2.032,1
1625,2519,3.17,4.92,5.53e+07,6.83e+07,1.120,3.089,2.043,0
2641,3124,5.16,6.10,7.61e+07,5.21e+07,1.120,3.089,2.038,1
1014,3315,1.98,6.47,5.49e+06,6.13e+07,1.151,2.832,2.026,1
501,3347,0.98,6.54,1.06e+08,6.10e+07,1.799,2.936,2.024,0
1072,2747,2.09,5.37,2.48e+08,5.17e+07,1.796,2.936,2.044,1
1658,1883,3.24,3.68,2.84e+07,9.32e+07,1.796,2.801,2.067,0
2442,2416,4.77,4.72,6.35e+07,1.05e+08,1.151,2.832,2.092,1
2148,3120,4.20,6.09,6.35e+07,6.37e+07,1.151,2.936,2.061,0
803,3224,1.57,6.30,2.76e+07,6.28e+07,1.639,2.936,2.027,0
0,3273,0.00,6.39,0.00e+00,6.82e+07,1.799,2.801,2.063,0
0,2793,0.00,5.46,0.00e+00,5.87e+07,1.737,2.936,2.083,1
710,2971,1.39,5.80,4.10e+08,6.69e+07,1.639,3.141,2.093,1
710,3196,1.39,6.24,4.10e+08,6.54e+07,1.516,3.141,2.076,1
519,2517,1.01,4.92,1.35e+08,6.66e+07,1.100,3.697,2.097,1
1654,2661,3.23,5.20,2.07e+08,6.12e+07,1.100,3.697,2.125,1
1913,3290,3.74,6.43,1.95e+07,5.77e+07,1.100,3.697,2.041,0
778,2977,1.52,5.81,3.23e+06,6.28e+07,1.151,3.697,2.064,0
579,2863,1.13,5.59,9.52e+07,7.14e+07,1.765,3.697,2.123,1
1642,2965,3.21,5.79,2.18e+08,6.23e+07,1.051,3.697,2.102,1
2058,2985,4.02,5.83,6.26e+07,5.37e+07,1.051,3.697,2.057,0
995,2881,1.94,5.63,5.29e+06,4.83e+07,1.151,3.697,2.102,1
509,2313,0.99,4.52,7.08e+07,5.81e+07,1.737,2.832,2.193,0
1797,2746,3.51,5.36,1.29e+08,6.16e+07,1.082,3.697,2.149,1
2570,3472,5.02,6.78,3.52e+07,6.43e+07,1.082,3.697,2.085,0
2544,3408,4.97,6.66,3.45e+07,6.20e+07,1.100,3.697,2.015,0
2626,3365,5.13,6.57,3.68e+07,6.04e+07,1.039,3.697,2.005,0
2660,3378,5.20,6.60,3.78e+07,6.09e+07,1.039,3.697,1.998,1
2662,3304,5.20,6.45,3.78e+07,5.82e+07,1.151,3.697,1.992,1
2737,3277,5.35,6.40,4.00e+07,5.73e+07,1.151,3.697,2.003,0
2774,3393,5.42,6.63,4.11e+07,6.14e+07,1.100,3.697,1.990,0
2667,3539,5.21,6.91,3.79e+07,6.68e+07,1.051,3.697,2.003,0
1260,3042,2.46,5.94,8.47e+06,7.29e+07,1.051,2.790,2.041,1
0,1797,0.00,3.51,0.00e+00,8.21e+07,1.559,2.728,2.086,1
844,2285,1.65,4.46,2.05e+08,7.36e+07,1.249,3.697,2.106,1
844,2704,1.65,5.28,2.05e+08,6.33e+07,1.249,3.697,2.084,0
867,2034,1.69,3.97,1.71e+08,8.18e+07,1.151,3.697,2.143,0
2362,2847,4.61,5.56,1.64e+08,4.82e+07,1.051,3.697,2.076,1
1618,3603,3.16,7.04,1.40e+07,6.99e+07,1.051,3.697,2.011,1
985,3282,1.92,6.41,1.01e+08,8.03e+07,1.151,3.955,2.062,0
2194,3439,4.29,6.72,1.08e+08,7.94e+07,1.039,3.955,2.076,0
1761,2845,3.44,5.56,1.95e+07,9.30e+07,1.039,3.697,2.075,0
636,2323,1.24,4.54,4.10e+07,1.09e+08,0.938,2.895,2.128,0
1399,3237,2.73,6.32,5.52e+07,1.14e+08,0.938,3.599,2.140,1
1192,2795,2.33,5.46,4.52e+07,7.15e+07,1.189,3.599,2.108,1
642,1717,1.25,3.35,2.02e+08,1.31e+08,1.639,2.883,2.083,0
2096,2656,4.09,5.19,2.08e+08,6.84e+07,1.151,2.883,2.090,0
3041,3781,5.94,7.38,4.93e+07,7.63e+07,1.151,2.840,2.054,0
3147,3808,6.15,7.44,5.28e+07,7.74e+07,1.151,2.790,2.014,0
3240,3927,6.33,7.67,5.60e+07,8.23e+07,1.151,2.790,2.028,0
2908,3935,5.68,7.69,4.51e+07,8.26e+07,1.300,3.697,2.056,0
1741,2748,3.40,5.37,3.30e+07,9.61e+07,1.051,3.697,2.048,1
2085,2541,4.07,4.96,7.55e+07,9.99e+07,0.813,3.697,2.055,0
3088,3629,6.03,7.09,5.09e+07,7.03e+07,0.813,3.697,2.042,0
3052,3772,5.96,7.37,4.97e+07,7.59e+07,1.151,3.697,2.015,0
3111,3879,6.08,7.58,5.16e+07,8.03e+07,1.151,3.039,2.031,0
3261,3979,6.37,7.77,5.67e+07,8.45e+07,1.100,3.039,2.053,1
3315,3981,6.47,7.78,5.86e+07,8.45e+07,1.100,3.007,2.047,1
3168,4004,6.19,7.82,5.35e+07,8.55e+07,1.189,3.039,2.051,1
3190,4060,6.23,7.93,5.43e+07,8.79e+07,1.553,3.039,2.058,1
3356,4045,6.55,7.90,6.01e+07,8.73e+07,1.108,3.697,2.041,0
3348,3960,6.54,7.73,5.98e+07,8.37e+07,1.108,3.697,2.033,0
3140,4001,6.13,7.81,5.26e+07,8.54e+07,1.189,3.039,2.050,0
2816,4067,5.50,7.94,4.23e+07,8.82e+07,1.189,3.039,2.052,0
2592,3985,5.06,7.78,5.64e+07,8.51e+07,1.100,3.697,2.068,0
1273,3979,2.49,7.77,2.01e+07,9.41e+07,1.100,3.697,2.100,1
661,3553,1.29,6.94,2.39e+08,1.05e+08,1.780,3.110,2.119,1
1897,3530,3.71,6.89,2.38e+08,8.48e+07,1.051,3.697,2.088,1
1834,3927,3.58,7.67,2.08e+07,9.05e+07,1.051,3.697,2.074,1
2031,3542,3.97,6.92,8.78e+07,1.24e+08,1.082,3.697,2.099,1
2274,3707,4.44,7.24,7.21e+07,7.58e+07,1.082,3.089,2.069,0
1334,3603,2.61,7.04,5.75e+07,9.52e+07,1.686,2.832,2.050,0
1821,3643,3.56,7.12,7.71e+07,1.06e+08,1.300,2.832,2.059,1
1328,3785,2.59,7.39,9.41e+06,9.60e+07,1.300,2.790,2.065,1
526,3465,1.03,6.77,5.74e+07,9.92e+07,1.639,2.936,2.071,0
1378,3830,2.69,7.48,2.04e+08,1.15e+08,1.300,2.936,2.083,1
852,4029,1.66,7.87,6.50e+07,9.54e+07,1.300,2.883,2.067,1
500,3143,0.98,6.14,2.14e+08,1.21e+08,1.702,2.801,2.045,1
1133,2487,2.21,4.86,4.57e+08,1.37e+08,1.702,3.070,2.079,0
1210,3566,2.36,6.96,9.28e+07,1.23e+08,1.737,3.070,2.057,0
2345,4227,4.58,8.26,8.25e+07,9.53e+07,1.151,2.832,2.041,1
2646,4172,5.17,8.15,3.74e+07,9.29e+07,1.100,3.697,2.022,0
1808,3966,3.53,7.75,8.42e+07,1.03e+08,1.100,3.697,2.038,1
2302,3327,4.50,6.50,1.40e+08,1.15e+08,1.120,3.697,2.101,1
3154,3585,6.16,7.00,7.36e+07,8.93e+07,1.120,3.089,2.063,1
3567,4140,6.97,8.09,6.79e+07,9.14e+07,1.151,2.976,2.031,0
3569,4114,6.97,8.04,6.80e+07,9.03e+07,1.151,2.976,2.045,1
2807,4082,5.48,7.97,4.20e+07,8.89e+07,1.051,2.976,2.037,1
2509,4031,4.90,7.87,1.02e+08,9.40e+07,1.051,3.039,2.044,0
2280,4188,4.45,8.18,6.61e+07,9.65e+07,1.639,3.039,2.047,0
1287,3275,2.51,6.40,4.17e+07,1.03e+08,1.151,3.281,2.045,1
1087,2706,2.12,5.29,1.44e+08,1.10e+08,1.151,3.281,2.077,0
2218,3640,4.33,7.11,7.31e+07,1.33e+08,1.082,3.281,2.077,1
3273,4144,6.39,8.09,5.72e+07,9.16e+07,1.082,3.281,2.068,0
3101,4090,6.06,7.99,5.13e+07,8.92e+07,1.100,3.089,2.041,1
3091,3848,6.04,7.52,6.74e+07,9.27e+07,1.100,3.089,2.073,1
2491,3577,4.87,6.99,4.08e+07,7.37e+07,1.151,2.976,2.093,1
2526,3576,4.93,6.98,6.67e+07,7.55e+07,1.120,3.089,2.066,1
3255,3875,6.36,7.57,7.42e+07,8.32e+07,1.120,3.089,2.048,1
3148,3988,6.15,7.79,5.29e+07,8.48e+07,1.120,2.976,2.030,0
2324,4021,4.54,7.85,2.88e+07,8.63e+07,1.151,2.801,2.027,1
757,2870,1.48,5.61,3.06e+06,9.93e+07,1.300,2.832,2.045,1
2080,2818,4.06,5.50,1.59e+08,1.03e+08,1.528,2.832,2.106,1
2080,3247,4.06,6.34,1.59e+08,8.28e+07,1.528,2.832,2.083,0
743,2063,1.45,4.03,1.84e+08,1.59e+08,1.300,2.883,2.103,0
1061,2736,2.07,5.34,1.94e+08,8.37e+07,0.813,3.089,2.114,1
969,4013,1.89,7.84,4.08e+07,1.15e+08,0.813,3.089,2.060,1
651,3538,1.27,6.91,4.06e+07,1.23e+08,1.753,2.904,2.035,0
0,2315,0.00,4.52,0.00e+00,1.15e+08,1.815,2.904,2.039,1
529,1560,1.03,3.05,5.37e+08,1.74e+08,1.780,2.955,2.114,0
1632,2531,3.19,4.94,6.75e+08,8.24e+07,1.151,2.955,2.122,0
1668,3473,3.26,6.78,2.98e+07,1.57e+08,1.151,3.070,2.093,0
2003,3186,3.91,6.22,1.45e+08,1.33e+08,1.120,3.089,2.096,1
3091,3598,6.04,7.03,9.54e+07,7.57e+07,1.120,3.089,2.044,0
3223,4106,6.29,8.02,5.54e+07,8.99e+07,1.151,3.089,1.997,1
3215,4025,6.28,7.86,5.51e+07,8.64e+07,1.051,3.089,2.006,1
2872,4029,5.61,7.87,4.40e+07,8.66e+07,1.039,3.089,2.030,1
2406,3979,4.70,7.77,3.09e+07,8.45e+07,1.039,3.089,2.033,0
2630,3914,5.14,7.64,3.69e+07,8.17e+07,0.887,3.039,2.022,0
3070,3976,6.00,7.77,5.03e+07,8.43e+07,0.887,2.976,2.006,1
3004,4071,5.87,7.95,4.81e+07,8.84e+07,0.938,2.976,2.002,1
1782,2869,3.48,5.60,1.72e+07,9.74e+07,0.938,2.976,2.031,1
552,2768,1.08,5.41,5.23e+07,1.18e+08,0.938,3.079,2.067,1
1413,3568,2.76,6.97,1.30e+08,1.18e+08,1.051,3.281,2.115,0
1271,3151,2.48,6.15,1.13e+08,8.56e+07,1.051,3.281,2.102,0
2059,3511,4.02,6.86,8.39e+07,9.29e+07,1.151,2.976,2.070,0
3638,3891,7.11,7.60,1.25e+08,8.08e+07,1.151,3.007,2.072,1
3238,3984,6.32,7.78,5.59e+07,8.47e+07,1.151,3.007,2.047,0
3400,4074,6.64,7.96,6.17e+07,8.85e+07,1.300,3.039,2.058,0
3201,4025,6.25,7.86,5.47e+07,8.64e+07,1.151,3.039,2.028,1
3130,3988,6.11,7.79,5.23e+07,8.48e+07,1.039,3.039,2.022,1
2397,3600,4.68,7.03,3.07e+07,6.91e+07,1.039,2.976,2.044,1
1204,2888,2.35,5.64,2.84e+07,7.28e+07,1.553,2.936,2.061,0
864,3364,1.69,6.57,9.02e+07,9.81e+07,1.639,2.936,2.087,1
859,3218,1.68,6.29,4.44e+07,8.03e+07,1.151,2.936,2.080,0
1357,3172,2.65,6.20,1.53e+08,9.06e+07,1.082,2.976,2.059,0
1400,3035,2.73,5.93,5.27e+07,1.08e+08,1.082,2.976,2.069,0
2199,2947,4.29,5.76,1.35e+08,1.03e+08,1.151,2.976,2.066,0
3255,3916,6.36,7.65,5.65e+07,8.18e+07,1.151,3.089,2.035,1
3319,3899,6.48,7.62,5.88e+07,8.11e+07,1.163,3.089,2.034,0
3248,3840,6.34,7.50,5.63e+07,7.87e+07,0.887,3.089,2.030,1
2969,3715,5.80,7.26,4.70e+07,7.36e+07,0.887,3.089,1.993,0
3079,3711,6.01,7.25,5.06e+07,7.35e+07,1.039,3.089,1.984,1
2910,3859,5.68,7.54,4.69e+07,7.94e+07,1.039,3.089,1.995,1
1891,3376,3.69,6.59,5.23e+07,8.86e+07,1.039,3.089,2.071,1
2225,3368,4.35,6.58,7.32e+07,8.30e+07,1.151,2.976,2.100,0
3152,3927,6.16,7.67,5.30e+07,8.23e+07,1.120,2.976,2.047,1
3057,3912,5.97,7.64,4.99e+07,8.16e+07,1.069,2.976,2.022,0
2735,3909,5.34,7.63,4.19e+07,8.15e+07,1.069,2.976,2.012,1
2398,3048,4.68,5.95,6.87e+07,9.97e+07,1.249,2.976,2.047,1
1438,3175,2.81,6.20,2.12e+07,9.67e+07,1.559,3.024,2.071,1
237,2876,0.46,5.62,3.01e+05,8.59e+07,1.559,3.024,2.064,0
504,2465,0.98,4.81,1.76e+08,1.21e+08,1.749,2.976,2.081,0
1166,2860,2.28,5.59,4.92e+08,9.95e+07,1.120,2.976,2.117,1
1975,3203,3.86,6.26,1.31e+08,9.31e+07,1.120,2.873,2.097,1
1309,3516,2.56,6.87,9.15e+06,8.30e+07,1.120,2.832,2.082,0
0,2255,0.00,4.40,0.00e+00,8.61e+07,1.815,2.778,2.135,0
1578,2747,3.08,5.37,1.96e+08,5.65e+07,1.718,2.936,2.120,0
1578,3599,3.08,7.03,1.96e+08,9.13e+07,1.718,3.211,2.116,1
1705,3573,3.33,6.98,9.21e+07,8.92e+07,1.163,3.211,2.147,0
3274,3900,6.39,7.62,1.23e+08,8.11e+07,1.120,2.976,2.094,1
